Passenger_ID,Date,vehicle_Type,Route,Departure_Time,Passenger_Count,Ticket_Price,Total_revenue,Day,Payment_Method
P100749,1/12/2025,Other,Kandy - Nuwara Eliya,7:30,29,330,9570,Sunday,Card
P105781,8/25/2025,Train,Kandy - Nuwara Eliya,16:00,66,230,15180,Monday,Cash
P101534,2/15/2025,Bus,Colombo - Ratnapura,13:00,47,300,14100,Saturday,Cash
P101043,10/19/2025,Bus,Galle - Matara,15:00,36,180,6480,Sunday,Mobile Payment
P105492,1/20/2025,Train,Kandy - Colombo,7:30,135,330,44550,Monday,Cash
P103880,3/5/2025,Bus,Colombo - Galle,18:00,59,400,23600,Wednesday,Cash
P102664,1/9/2025,Train,Galle - Matara,13:00,175,140,24500,Thursday,Cash
P105107,8/2/2025,Bus,Colombo - Galle,17:30,45,380,17100,Saturday,Mobile Payment
P101558,8/17/2025,Bus,Colombo - Kandy,9:00,41,420,17220,Sunday,Cash
P100492,12/3/2025,Train,Colombo - Kalutara,21:00,165,140,23100,Wednesday,Cash
P104374,8/9/2025,Bus,Colombo - Kalutara,18:00,14,170,2380,Saturday,Mobile Payment
P103383,6/26/2025,Bus,Colombo - Kandy,7:30,80,480,38400,Thursday,Card
P105528,10/2/2025,Bus,Colombo - Ratnapura,8:30,63,280,17640,Thursday,Mobile Payment
P100472,2/16/2025,Other,Kandy - Nuwara Eliya,8:00,50,380,19000,Sunday,Card
P105304,6/30/2025,Train,Colombo - Kurunegala,10:00,146,290,42340,Monday,Cash
P102313,7/9/2025,Bus,Colombo - Kalutara,8:00,91,180,16380,Wednesday,Card
P105598,3/10/2025,Train,Colombo - Kandy,18:30,76,340,25840,Monday,Mobile Payment
P100808,10/5/2025,Other,Kurunegala - Dambulla,15:00,24,300,7200,Sunday,Mobile Payment
P105671,12/8/2025,Train,Colombo - Kandy,13:00,86,330,28380,Monday,Cash
P104880,7/6/2025,Train,Kurunegala - Dambulla,16:00,137,180,24660,Sunday,Card
P100897,7/28/2025,Bus,Colombo - Negombo,6:30,49,230,11270,Monday,Cash
P105372,5/30/2025,Bus,Colombo - Kalutara,8:30,58,190,11020,Friday,Cash
P102504,10/28/2025,Other,Colombo - Kurunegala,9:00,40,440,17600,Tuesday,Cash
P105684,1/30/2025,Bus,Colombo - Galle,8:30,87,430,37410,Thursday,Mobile Payment
P104323,12/22/2025,Train,Galle - Matara,18:30,199,160,31840,Monday,Mobile Payment
P100355,8/30/2025,Bus,Colombo - Kandy,21:00,32,440,14080,Saturday,Mobile Payment
P100252,7/30/2025,Bus,Colombo - Galle,21:00,34,420,14280,Wednesday,Cash
P100186,12/14/2025,Train,Colombo - Kurunegala,18:30,75,250,18750,Sunday,Cash
P102379,10/3/2025,Bus,Galle - Matara,14:00,47,190,8930,Friday,Cash
P101184,7/3/2025,Other,Colombo - Negombo,18:30,36,300,10800,Thursday,Cash
P102111,11/28/2025,Bus,Colombo - Ratnapura,8:00,48,320,15360,Friday,Cash
P104275,6/2/2025,Train,Colombo - Negombo,10:00,70,180,12600,Monday,Cash
P100228,10/23/2025,Bus,Colombo - Kalutara,18:00,16,160,2560,Thursday,Card
P102154,3/23/2025,Train,Colombo - Kandy,15:00,87,330,28710,Sunday,Cash
P105768,1/22/2025,Bus,Colombo - Kandy,16:00,36,410,14760,Wednesday,Mobile Payment
P101296,4/3/2025,Bus,Colombo - Ratnapura,9:00,33,290,9570,Thursday,Cash
P105932,3/8/2025,Bus,Colombo - Kandy,9:00,34,470,15980,Saturday,Mobile Payment
P104852,5/31/2025,Bus,Colombo - Kurunegala,11:00,64,350,22400,Saturday,Card
P103939,12/7/2025,Bus,Galle - Matara,7:00,78,210,16380,Sunday,Card
P105461,9/2/2025,Train,Kandy - Colombo,6:30,130,320,41600,Tuesday,Cash
P102803,11/2/2025,Other,Kandy - Nuwara Eliya,17:30,39,400,15600,Sunday,Cash
P103185,5/8/2025,Bus,Kandy - Nuwara Eliya,19:00,55,280,15400,Thursday,Cash
P101906,8/20/2025,Bus,Colombo - Kalutara,17:30,21,170,3570,Wednesday,Cash
P105037,8/6/2025,Train,Colombo - Negombo,11:00,56,180,10080,Wednesday,Mobile Payment
P102224,10/4/2025,Bus,Kurunegala - Dambulla,12:00,63,230,14490,Saturday,Cash
P103839,10/24/2025,Other,Colombo - Kalutara,14:00,18,210,3780,Friday,Cash
P103182,9/28/2025,Bus,Kandy - Nuwara Eliya,8:30,50,290,14500,Sunday,Cash
P100293,11/20/2025,Train,Kandy - Colombo,17:00,199,310,61690,Thursday,Card
P102722,12/21/2025,Train,Colombo - Kalutara,10:00,109,140,15260,Sunday,Card
P100550,12/4/2025,Train,Colombo - Galle,18:00,116,320,37120,Thursday,Cash
P104255,1/17/2025,Bus,Kandy - Colombo,17:00,30,490,14700,Friday,Cash
P105530,11/23/2025,Bus,Colombo - Ratnapura,17:30,54,280,15120,Sunday,Cash
P101570,7/23/2025,Bus,Galle - Matara,11:00,40,180,7200,Wednesday,Mobile Payment
P101076,8/9/2025,Bus,Colombo - Negombo,17:00,50,230,11500,Saturday,Cash
P104441,9/13/2025,Train,Kandy - Nuwara Eliya,21:00,100,210,21000,Saturday,Card
P102448,3/26/2025,Bus,Colombo - Kurunegala,8:00,59,340,20060,Wednesday,Mobile Payment
P101323,11/29/2025,Train,Colombo - Kalutara,10:00,83,130,10790,Saturday,Mobile Payment
P105060,7/12/2025,Bus,Galle - Matara,7:00,35,200,7000,Saturday,Card
P102969,7/25/2025,Other,Colombo - Kurunegala,12:00,26,410,10660,Friday,Mobile Payment
P103210,5/16/2025,Train,Colombo - Kalutara,18:30,194,130,25220,Friday,Mobile Payment
P102671,2/27/2025,Train,Kandy - Colombo,21:00,121,310,37510,Thursday,Cash
P102421,7/2/2025,Bus,Colombo - Kandy,18:00,21,430,9030,Wednesday,Mobile Payment
P103735,11/11/2025,Bus,Colombo - Kalutara,9:00,53,160,8480,Tuesday,Mobile Payment
P105110,2/1/2025,Other,Galle - Matara,8:00,18,230,4140,Saturday,Cash
P103054,11/4/2025,Bus,Colombo - Kandy,13:00,65,430,27950,Tuesday,Card
P102835,4/27/2025,Bus,Kandy - Colombo,13:00,36,430,15480,Sunday,Cash
P103718,4/7/2025,Bus,Colombo - Kandy,11:00,53,430,22790,Monday,Mobile Payment
P103338,2/21/2025,Train,Colombo - Kalutara,14:00,81,130,10530,Friday,Cash
P103197,10/4/2025,Other,Colombo - Galle,7:00,20,490,9800,Saturday,Mobile Payment
P104867,4/21/2025,Bus,Colombo - Kandy,10:00,52,410,21320,Monday,Mobile Payment
P103741,8/24/2025,Other,Colombo - Galle,18:30,19,520,9880,Sunday,Mobile Payment
P104887,8/18/2025,Bus,Colombo - Negombo,19:00,88,260,22880,Monday,Mobile Payment
P105801,10/23/2025,Bus,Colombo - Kalutara,7:00,32,170,5440,Thursday,Mobile Payment
P101143,8/31/2025,Train,Colombo - Kurunegala,12:00,108,260,28080,Sunday,Card
P104644,5/13/2025,Bus,Kandy - Colombo,7:00,56,490,27440,Tuesday,Cash
P100933,11/29/2025,Other,Kurunegala - Dambulla,7:00,31,310,9610,Saturday,Mobile Payment
P100614,11/23/2025,Bus,Kurunegala - Dambulla,12:00,37,230,8510,Sunday,Cash
P102228,5/1/2025,Train,Colombo - Kalutara,19:00,97,150,14550,Thursday,Cash
P104739,4/10/2025,Bus,Kandy - Nuwara Eliya,19:00,25,290,7250,Thursday,Cash
P103241,1/20/2025,Bus,Colombo - Ratnapura,14:00,30,290,8700,Monday,Cash
P103470,2/15/2025,Bus,Colombo - Galle,17:30,40,370,14800,Saturday,Card
P105051,12/1/2025,Bus,Colombo - Negombo,7:00,61,230,14030,Monday,Mobile Payment
P104692,12/31/2025,Bus,Kandy - Nuwara Eliya,18:30,42,300,12600,Wednesday,Cash
P103816,3/23/2025,Train,Colombo - Ratnapura,8:30,153,210,32130,Sunday,Mobile Payment
P104102,6/21/2025,Bus,Galle - Matara,6:30,57,190,10830,Saturday,Card
P105408,2/28/2025,Bus,Colombo - Kurunegala,13:00,41,360,14760,Friday,Card
P100506,9/24/2025,Bus,Colombo - Negombo,10:00,29,240,6960,Wednesday,Cash
P101510,8/4/2025,Train,Kurunegala - Dambulla,15:00,110,200,22000,Monday,Card
P101667,6/6/2025,Bus,Galle - Matara,14:00,22,220,4840,Friday,Card
P100273,6/27/2025,Train,Colombo - Kalutara,21:00,98,140,13720,Friday,Cash
P102116,1/15/2025,Bus,Colombo - Ratnapura,8:00,28,300,8400,Wednesday,Mobile Payment
P105165,3/2/2025,Bus,Colombo - Negombo,6:30,53,260,13780,Sunday,Cash
P104506,5/6/2025,Bus,Colombo - Kalutara,12:00,41,180,7380,Tuesday,Card
P101486,11/15/2025,Bus,Colombo - Kurunegala,21:00,57,350,19950,Saturday,Card
P104302,3/24/2025,Other,Kandy - Colombo,18:30,21,500,10500,Monday,Cash
P100702,10/10/2025,Bus,Colombo - Kalutara,15:00,52,180,9360,Friday,Mobile Payment
P103834,7/11/2025,Bus,Colombo - Negombo,8:30,53,250,13250,Friday,Cash
P103590,10/18/2025,Bus,Colombo - Galle,19:00,28,400,11200,Saturday,Card
P100107,10/2/2025,Bus,Colombo - Negombo,19:00,44,240,10560,Thursday,Cash
P105048,8/27/2025,Bus,Colombo - Kurunegala,16:00,33,350,11550,Wednesday,Cash
P105001,1/18/2025,Bus,Kurunegala - Dambulla,8:00,70,270,18900,Saturday,Mobile Payment
P105318,7/10/2025,Other,Colombo - Kalutara,21:00,30,210,6300,Thursday,Mobile Payment
P104768,5/23/2025,Bus,Colombo - Kandy,14:00,53,430,22790,Friday,Cash
P105242,12/7/2025,Bus,Kandy - Colombo,17:00,38,450,17100,Sunday,Cash
P103850,7/14/2025,Bus,Colombo - Kalutara,6:30,67,180,12060,Monday,Card
P100953,9/28/2025,Bus,Colombo - Ratnapura,7:30,49,320,15680,Sunday,Mobile Payment
P102365,5/27/2025,Train,Colombo - Kurunegala,14:00,110,280,30800,Tuesday,Mobile Payment
P103896,1/25/2025,Train,Colombo - Galle,8:30,124,270,33480,Saturday,Cash
P103840,9/2/2025,Train,Kandy - Colombo,17:00,203,350,71050,Tuesday,Cash
P102651,10/5/2025,Bus,Colombo - Negombo,16:00,51,270,13770,Sunday,Mobile Payment
P103227,12/12/2025,Bus,Colombo - Kurunegala,18:30,55,370,20350,Friday,Cash
P104931,5/2/2025,Bus,Galle - Matara,7:00,34,190,6460,Friday,Cash
P102911,4/30/2025,Bus,Kandy - Nuwara Eliya,16:00,30,290,8700,Wednesday,Cash
P101085,9/28/2025,Other,Kurunegala - Dambulla,8:30,18,310,5580,Sunday,Card
P103540,9/16/2025,Bus,Colombo - Kalutara,21:00,54,180,9720,Tuesday,Mobile Payment
P103545,4/30/2025,Train,Colombo - Kalutara,9:00,148,140,20720,Wednesday,Cash
P104642,9/12/2025,Bus,Colombo - Galle,20:00,37,430,15910,Friday,Mobile Payment
P101421,1/29/2025,Bus,Colombo - Ratnapura,6:30,33,320,10560,Wednesday,Card
P102771,5/15/2025,Bus,Galle - Matara,17:00,36,190,6840,Thursday,Card
P101787,4/25/2025,Train,Colombo - Galle,7:30,80,330,26400,Friday,Mobile Payment
P104481,3/18/2025,Bus,Galle - Matara,10:00,36,190,6840,Tuesday,Mobile Payment
P101889,12/28/2025,Train,Kandy - Colombo,8:00,122,350,42700,Sunday,Mobile Payment
P105662,6/14/2025,Bus,Colombo - Kurunegala,12:00,33,380,12540,Saturday,Cash
P105650,5/22/2025,Train,Galle - Matara,21:00,59,140,8260,Thursday,Card
P100417,6/1/2025,Bus,Colombo - Negombo,11:00,32,240,7680,Sunday,Mobile Payment
P101216,10/28/2025,Bus,Colombo - Galle,8:00,38,430,16340,Tuesday,Mobile Payment
P104839,7/23/2025,Bus,Colombo - Ratnapura,12:00,28,310,8680,Wednesday,Mobile Payment
P105747,7/3/2025,Train,Kandy - Colombo,17:30,136,330,44880,Thursday,Cash
P100565,3/31/2025,Bus,Colombo - Ratnapura,7:00,67,290,19430,Monday,Card
P100479,7/15/2025,Other,Colombo - Kurunegala,14:00,36,410,14760,Tuesday,Cash
P105838,3/1/2025,Bus,Colombo - Galle,12:00,34,390,13260,Saturday,Cash
P100143,1/30/2025,Bus,Colombo - Negombo,8:00,65,260,16900,Thursday,Cash
P101213,11/12/2025,Bus,Kurunegala - Dambulla,19:00,82,250,20500,Wednesday,Card
P105298,5/30/2025,Train,Colombo - Kurunegala,19:00,102,280,28560,Friday,Card
P101098,9/7/2025,Bus,Colombo - Galle,18:30,47,410,19270,Sunday,Mobile Payment
P102143,10/5/2025,Train,Colombo - Galle,6:30,166,330,54780,Sunday,Cash
P100606,6/15/2025,Bus,Colombo - Kalutara,12:00,38,170,6460,Sunday,Card
P103787,12/19/2025,Train,Colombo - Kalutara,10:00,44,140,6160,Friday,Cash
P102576,3/13/2025,Train,Colombo - Kandy,14:00,107,350,37450,Thursday,Card
P100498,12/10/2025,Bus,Colombo - Kurunegala,7:30,44,370,16280,Wednesday,Cash
P102543,2/11/2025,Train,Colombo - Galle,8:00,179,290,51910,Tuesday,Cash
P104482,2/28/2025,Bus,Colombo - Kandy,9:00,36,410,14760,Friday,Cash
P105222,5/13/2025,Bus,Colombo - Negombo,11:00,5,260,1300,Tuesday,Mobile Payment
P102464,9/26/2025,Train,Colombo - Kurunegala,15:00,21,260,5460,Friday,Card
P100722,2/3/2025,Bus,Kandy - Nuwara Eliya,8:30,67,320,21440,Monday,Card
P101087,3/26/2025,Train,Kandy - Colombo,16:00,73,300,21900,Wednesday,Cash
P101026,6/21/2025,Bus,Colombo - Negombo,16:00,43,240,10320,Saturday,Cash
P101358,6/20/2025,Bus,Kandy - Nuwara Eliya,15:00,30,280,8400,Friday,Card
P103257,2/18/2025,Train,Colombo - Galle,7:30,95,330,31350,Tuesday,Mobile Payment
P102813,12/19/2025,Train,Colombo - Kandy,7:00,132,320,42240,Friday,Card
P103399,1/15/2025,Bus,Colombo - Ratnapura,18:00,80,310,24800,Wednesday,Card
P104812,9/20/2025,Train,Kurunegala - Dambulla,7:30,82,190,15580,Saturday,Cash
P104833,10/9/2025,Train,Colombo - Ratnapura,12:00,155,220,34100,Thursday,Cash
P102893,9/25/2025,Train,Colombo - Ratnapura,11:00,102,210,21420,Thursday,Cash
P103408,7/10/2025,Other,Colombo - Negombo,16:00,17,270,4590,Thursday,Card
P102958,8/8/2025,Train,Colombo - Negombo,6:30,110,200,22000,Friday,Cash
P104752,12/12/2025,Bus,Kandy - Nuwara Eliya,18:00,42,320,13440,Friday,Cash
P100337,2/2/2025,Train,Colombo - Ratnapura,12:00,111,230,25530,Sunday,Mobile Payment
P105258,10/29/2025,Bus,Kurunegala - Dambulla,9:00,48,250,12000,Wednesday,Cash
P101965,6/26/2025,Train,Colombo - Kandy,9:00,61,300,18300,Thursday,Cash
P103558,6/24/2025,Bus,Colombo - Galle,7:00,75,420,31500,Tuesday,Cash
P101562,8/22/2025,Bus,Kandy - Nuwara Eliya,8:30,47,290,13630,Friday,Cash
P101739,6/10/2025,Bus,Colombo - Ratnapura,7:00,95,330,31350,Tuesday,Cash
P104363,2/3/2025,Train,Colombo - Ratnapura,7:30,120,230,27600,Monday,Card
P102440,2/10/2025,Bus,Colombo - Negombo,7:00,58,250,14500,Monday,Cash
P102019,2/10/2025,Bus,Kurunegala - Dambulla,16:00,51,240,12240,Monday,Card
P103097,3/20/2025,Other,Kurunegala - Dambulla,18:00,18,310,5580,Thursday,Card
P100725,9/16/2025,Train,Kurunegala - Dambulla,16:00,91,200,18200,Tuesday,Cash
P100766,3/20/2025,Train,Galle - Matara,13:00,148,160,23680,Thursday,Cash
P100287,5/12/2025,Bus,Colombo - Galle,20:00,30,410,12300,Monday,Card
P100308,6/21/2025,Bus,Colombo - Kurunegala,7:00,66,380,25080,Saturday,Cash
P105211,3/23/2025,Other,Colombo - Kurunegala,17:00,32,460,14720,Sunday,Mobile Payment
P104669,6/30/2025,Train,Colombo - Galle,17:30,163,290,47270,Monday,Card
P105436,9/15/2025,Train,Colombo - Galle,18:30,138,320,44160,Monday,Cash
P101731,9/16/2025,Bus,Galle - Matara,7:00,61,190,11590,Tuesday,Mobile Payment
P104410,3/19/2025,Train,Galle - Matara,16:00,156,140,21840,Wednesday,Cash
P105086,6/15/2025,Bus,Galle - Matara,13:00,38,210,7980,Sunday,Card
P101472,3/15/2025,Train,Galle - Matara,11:00,67,140,9380,Saturday,Cash
P100072,1/18/2025,Bus,Colombo - Kalutara,10:00,36,170,6120,Saturday,Mobile Payment
P101567,8/2/2025,Train,Galle - Matara,6:30,98,140,13720,Saturday,Card
P100712,4/14/2025,Train,Colombo - Kalutara,10:00,161,130,20930,Monday,Card
P103711,2/7/2025,Bus,Colombo - Kandy,20:00,16,410,6560,Friday,Cash
P101021,8/20/2025,Train,Kandy - Nuwara Eliya,15:00,38,220,8360,Wednesday,Cash
P101346,12/2/2025,Bus,Colombo - Galle,13:00,32,410,13120,Tuesday,Cash
P104999,3/14/2025,Train,Colombo - Kandy,8:00,121,340,41140,Friday,Mobile Payment
P103159,12/9/2025,Train,Galle - Matara,17:30,112,160,17920,Tuesday,Cash
P100738,12/12/2025,Train,Kandy - Nuwara Eliya,8:30,177,240,42480,Friday,Mobile Payment
P105401,6/7/2025,Bus,Colombo - Negombo,15:00,48,260,12480,Saturday,Cash
P102433,4/29/2025,Other,Galle - Matara,7:30,31,240,7440,Tuesday,Cash
P105804,1/20/2025,Train,Galle - Matara,19:00,137,140,19180,Monday,Card
P105571,4/8/2025,Other,Colombo - Ratnapura,15:00,28,340,9520,Tuesday,Cash
P101236,12/20/2025,Bus,Galle - Matara,13:00,45,180,8100,Saturday,Card
P102260,11/11/2025,Bus,Colombo - Kurunegala,8:00,38,330,12540,Tuesday,Mobile Payment
P105480,11/30/2025,Bus,Colombo - Galle,17:00,58,400,23200,Sunday,Cash
P104380,7/24/2025,Bus,Colombo - Kandy,12:00,34,430,14620,Thursday,Mobile Payment
P103951,3/16/2025,Bus,Colombo - Negombo,15:00,33,260,8580,Sunday,Card
P105489,11/17/2025,Train,Colombo - Negombo,13:00,141,200,28200,Monday,Cash
P100979,11/28/2025,Bus,Colombo - Negombo,15:00,35,250,8750,Friday,Cash
P104624,4/7/2025,Train,Colombo - Kurunegala,16:00,167,280,46760,Monday,Mobile Payment
P105109,11/3/2025,Train,Colombo - Kalutara,18:00,174,140,24360,Monday,Card
P102023,12/15/2025,Other,Colombo - Kurunegala,9:00,30,460,13800,Monday,Card
P103521,5/4/2025,Bus,Colombo - Kandy,13:00,40,430,17200,Sunday,Mobile Payment
P105282,5/16/2025,Bus,Kandy - Nuwara Eliya,16:00,42,320,13440,Friday,Card
P100345,5/25/2025,Bus,Galle - Matara,6:30,59,210,12390,Sunday,Card
P105000,2/17/2025,Train,Colombo - Negombo,10:00,91,200,18200,Monday,Cash
P100912,4/11/2025,Bus,Colombo - Kalutara,7:00,68,160,10880,Friday,Mobile Payment
P102437,2/24/2025,Bus,Colombo - Kalutara,18:30,6,190,1140,Monday,Mobile Payment
P100048,1/14/2025,Bus,Colombo - Kandy,7:00,42,460,19320,Tuesday,Mobile Payment
P104081,6/6/2025,Train,Kurunegala - Dambulla,18:30,93,200,18600,Friday,Card
P105196,8/20/2025,Train,Colombo - Negombo,15:00,95,200,19000,Wednesday,Mobile Payment
P100444,5/28/2025,Bus,Kandy - Colombo,17:30,54,430,23220,Wednesday,Card
P103593,2/10/2025,Train,Colombo - Galle,6:30,131,320,41920,Monday,Cash
P103131,3/8/2025,Train,Kandy - Nuwara Eliya,11:00,98,230,22540,Saturday,Cash
P102487,6/5/2025,Bus,Colombo - Galle,9:00,64,380,24320,Thursday,Mobile Payment
P105709,6/11/2025,Train,Galle - Matara,7:00,114,160,18240,Wednesday,Card
P101894,5/11/2025,Bus,Colombo - Ratnapura,6:30,64,270,17280,Sunday,Cash
P103018,4/29/2025,Bus,Galle - Matara,7:00,81,190,15390,Tuesday,Card
P101221,7/28/2025,Other,Colombo - Ratnapura,13:00,40,340,13600,Monday,Cash
P103831,3/4/2025,Bus,Colombo - Ratnapura,15:00,51,320,16320,Tuesday,Mobile Payment
P102269,3/10/2025,Bus,Colombo - Galle,19:00,74,420,31080,Monday,Cash
P101056,7/2/2025,Bus,Kandy - Nuwara Eliya,11:00,48,320,15360,Wednesday,Cash
P100849,1/24/2025,Bus,Kandy - Nuwara Eliya,7:00,34,290,9860,Friday,Cash
P103893,11/28/2025,Train,Colombo - Ratnapura,8:00,130,230,29900,Friday,Card
P105847,2/3/2025,Bus,Colombo - Negombo,16:00,27,270,7290,Monday,Cash
P103878,1/26/2025,Train,Colombo - Kalutara,18:00,162,120,19440,Sunday,Card
P102743,8/5/2025,Bus,Kurunegala - Dambulla,16:00,64,260,16640,Tuesday,Cash
P105607,8/25/2025,Train,Kandy - Nuwara Eliya,16:00,104,230,23920,Monday,Card
P104281,4/24/2025,Bus,Colombo - Kandy,8:00,51,430,21930,Thursday,Cash
P101329,9/14/2025,Train,Colombo - Kurunegala,8:00,164,270,44280,Sunday,Cash
P102875,7/25/2025,Train,Colombo - Kandy,10:00,66,310,20460,Friday,Cash
P104631,8/25/2025,Bus,Galle - Matara,7:00,53,180,9540,Monday,Cash
P100777,5/12/2025,Bus,Kurunegala - Dambulla,12:00,34,250,8500,Monday,Cash
P105677,2/28/2025,Train,Galle - Matara,12:00,141,140,19740,Friday,Card
P100184,11/27/2025,Train,Galle - Matara,17:30,150,150,22500,Thursday,Mobile Payment
P103130,6/30/2025,Train,Kandy - Nuwara Eliya,7:30,167,200,33400,Monday,Mobile Payment
P104099,5/17/2025,Bus,Kurunegala - Dambulla,10:00,29,250,7250,Saturday,Cash
P101194,9/9/2025,Train,Kandy - Nuwara Eliya,7:30,200,220,44000,Tuesday,Cash
P103649,1/28/2025,Train,Kurunegala - Dambulla,15:00,38,210,7980,Tuesday,Cash
P100735,5/25/2025,Bus,Galle - Matara,12:00,36,210,7560,Sunday,Cash
P101836,3/3/2025,Train,Colombo - Negombo,15:00,121,180,21780,Monday,Card
P102273,7/23/2025,Bus,Colombo - Kalutara,18:30,62,180,11160,Wednesday,Cash
P103794,5/29/2025,Train,Galle - Matara,20:00,93,160,14880,Thursday,Cash
P100486,12/18/2025,Other,Colombo - Kandy,6:30,40,500,20000,Thursday,Card
P101164,2/15/2025,Train,Colombo - Ratnapura,16:00,25,240,6000,Saturday,Mobile Payment
P100453,11/22/2025,Bus,Colombo - Ratnapura,9:00,27,300,8100,Saturday,Mobile Payment
P102299,5/6/2025,Bus,Colombo - Kurunegala,18:30,39,350,13650,Tuesday,Card
P104595,3/10/2025,Bus,Colombo - Ratnapura,17:00,47,270,12690,Monday,Cash
P100031,5/2/2025,Train,Colombo - Kalutara,6:30,134,130,17420,Friday,Cash
P100790,10/25/2025,Other,Colombo - Kalutara,19:00,33,230,7590,Saturday,Mobile Payment
P105099,5/13/2025,Bus,Colombo - Ratnapura,17:00,40,290,11600,Tuesday,Card
P101966,1/22/2025,Train,Kandy - Colombo,6:30,38,310,11780,Wednesday,Cash
P101110,5/22/2025,Bus,Galle - Matara,17:00,42,210,8820,Thursday,Cash
P100101,8/24/2025,Bus,Kandy - Colombo,19:00,42,430,18060,Sunday,Cash
P103971,12/15/2025,Other,Colombo - Kurunegala,19:00,26,430,11180,Monday,Cash
P103013,1/24/2025,Bus,Colombo - Ratnapura,18:00,41,280,11480,Friday,Cash
P103168,12/21/2025,Bus,Kandy - Nuwara Eliya,17:00,44,300,13200,Sunday,Card
P104725,5/30/2025,Bus,Kurunegala - Dambulla,21:00,43,270,11610,Friday,Card
P101771,11/27/2025,Bus,Colombo - Kandy,6:30,66,450,29700,Thursday,Card
P101920,1/10/2025,Bus,Colombo - Ratnapura,18:00,27,290,7830,Friday,Card
P103756,6/22/2025,Bus,Colombo - Galle,18:30,67,420,28140,Sunday,Card
P104542,7/19/2025,Bus,Galle - Matara,17:30,40,200,8000,Saturday,Card
P100862,3/26/2025,Bus,Kandy - Nuwara Eliya,14:00,40,310,12400,Wednesday,Mobile Payment
P101502,2/1/2025,Bus,Colombo - Kurunegala,17:00,42,350,14700,Saturday,Cash
P100904,9/5/2025,Train,Colombo - Ratnapura,21:00,85,230,19550,Friday,Card
P105056,10/15/2025,Train,Colombo - Galle,19:00,147,320,47040,Wednesday,Card
P100110,8/4/2025,Bus,Galle - Matara,19:00,52,190,9880,Monday,Card
P105369,4/22/2025,Train,Colombo - Kandy,18:00,76,370,28120,Tuesday,Card
P105873,3/19/2025,Train,Kandy - Colombo,7:30,140,310,43400,Wednesday,Card
P105035,4/12/2025,Bus,Galle - Matara,17:30,48,210,10080,Saturday,Card
P104398,8/31/2025,Bus,Kandy - Colombo,10:00,47,450,21150,Sunday,Cash
P101927,1/13/2025,Train,Kandy - Colombo,12:00,154,350,53900,Monday,Card
P102134,3/8/2025,Bus,Colombo - Ratnapura,6:30,44,290,12760,Saturday,Cash
P103526,7/31/2025,Bus,Colombo - Ratnapura,7:30,80,280,22400,Thursday,Card
P105862,11/16/2025,Bus,Colombo - Ratnapura,8:30,62,270,16740,Sunday,Mobile Payment
P104651,11/8/2025,Bus,Colombo - Kandy,10:00,40,410,16400,Saturday,Cash
P103672,12/15/2025,Bus,Galle - Matara,13:00,58,210,12180,Monday,Card
P104394,11/10/2025,Bus,Colombo - Negombo,21:00,34,270,9180,Monday,Cash
P103046,12/30/2025,Train,Colombo - Kalutara,13:00,102,130,13260,Tuesday,Cash
P105547,3/14/2025,Bus,Colombo - Ratnapura,15:00,37,310,11470,Friday,Card
P105161,6/23/2025,Train,Colombo - Kurunegala,7:00,166,270,44820,Monday,Cash
P105639,10/5/2025,Bus,Colombo - Galle,6:30,54,420,22680,Sunday,Mobile Payment
P103887,1/10/2025,Other,Colombo - Galle,7:30,45,520,23400,Friday,Cash
P101095,9/9/2025,Bus,Colombo - Negombo,17:00,29,270,7830,Tuesday,Cash
P101122,4/26/2025,Other,Galle - Matara,20:00,35,240,8400,Saturday,Cash
P102517,9/16/2025,Bus,Colombo - Negombo,18:30,44,250,11000,Tuesday,Card
P102211,8/14/2025,Train,Colombo - Kandy,8:30,144,330,47520,Thursday,Cash
P100810,2/27/2025,Bus,Kandy - Colombo,20:00,34,410,13940,Thursday,Mobile Payment
P104253,11/2/2025,Bus,Colombo - Negombo,16:00,40,260,10400,Sunday,Cash
P103275,5/18/2025,Train,Kurunegala - Dambulla,19:00,192,200,38400,Sunday,Cash
P105908,7/5/2025,Train,Colombo - Ratnapura,7:30,151,220,33220,Saturday,Cash
P104344,7/30/2025,Train,Colombo - Kandy,10:00,125,310,38750,Wednesday,Cash
P105846,2/3/2025,Bus,Kandy - Colombo,15:00,35,440,15400,Monday,Card
P105504,9/9/2025,Bus,Galle - Matara,12:00,61,210,12810,Tuesday,Cash
P105654,10/11/2025,Bus,Colombo - Ratnapura,12:00,62,300,18600,Saturday,Cash
P103945,4/29/2025,Bus,Kurunegala - Dambulla,10:00,37,260,9620,Tuesday,Mobile Payment
P105040,2/24/2025,Other,Colombo - Kalutara,9:00,22,220,4840,Monday,Cash
P102544,1/9/2025,Train,Kandy - Colombo,10:00,113,340,38420,Thursday,Card
P101774,6/15/2025,Other,Kandy - Colombo,9:00,28,570,15960,Sunday,Mobile Payment
P102847,7/26/2025,Train,Colombo - Kalutara,14:00,143,130,18590,Saturday,Cash
P105800,1/28/2025,Bus,Colombo - Ratnapura,8:00,48,270,12960,Tuesday,Card
P101766,12/25/2025,Bus,Kandy - Colombo,17:30,23,430,9890,Thursday,Card
P103898,3/30/2025,Train,Colombo - Kandy,16:00,97,370,35890,Sunday,Card
P105629,5/6/2025,Bus,Kandy - Nuwara Eliya,13:00,65,300,19500,Tuesday,Cash
